question_id;topic;question_text;question_type;resolution_criteria;created_date;question_status;resolved_option;comparison_to_outcome;takeaways;relevant_links
ebola2026;Ebola (DRC and Uganda);How many cumulative confirmed cases of Ebola disease (Bundibugyo virus) will be reported across the Democratic Republic of the Congo and Uganda by June 30, 2026?;range;Cumulative laboratory-confirmed Bundibugyo virus disease cases reported for the DRC and Uganda by WHO and Africa CDC as of June 30, 2026.;46176;unresolved;TBD;TBD;TBD;https://www.who.int/emergencies/situations/ebola-outbreak---drc-2026
